Age,KM,FuelType,FuelType2,HP,MetColor,Automatic,CC,Doors,Weight
80,87000,1,1,86,1,0,1300,3,1015
72,86860,1,1,110,0,0,1600,5,1075
80,86109,1,1,110,1,0,1600,3,1055
79,86000,1,1,86,1,0,1300,5,1040
80,86000,1,1,110,0,0,1600,3,1050
70,85864,0,0,72,1,0,2000,5,1135
80,85565,1,1,110,0,0,1600,5,1070
70,85470,1,1,107,0,1,1600,3,1080
73,85200,1,1,110,1,0,1600,3,1050
70,85000,1,1,110,1,0,1600,3,1055
73,84988,1,1,110,1,0,1600,3,1050
79,84966,1,1,110,0,0,1600,5,1070
76,84472,1,1,110,1,0,1600,5,1070
73,84402,1,1,110,1,0,1600,4,1035
74,84123,1,1,110,0,0,1600,3,1050
80,84000,1,1,110,0,0,1600,5,1075
78,84000,1,1,110,1,0,1600,5,1065
77,84000,1,1,110,1,0,1600,5,1085
75,83850,1,1,110,1,0,1600,3,1055
80,83540,1,1,110,1,0,1600,5,1070
76,83405,1,1,110,1,0,1600,5,1070
71,83291,1,1,110,1,0,1600,5,1070
69,83133,1,1,86,0,0,1300,3,1015
71,83047,1,1,86,1,1,1300,3,1045
71,82700,1,1,110,0,0,1600,3,1050
78,82675,1,1,86,0,0,1300,3,1015
78,82595,1,1,86,1,0,1300,3,1015
75,82256,1,1,110,1,0,1600,3,1050
77,82103,1,1,86,1,0,1300,3,1015
80,82021,1,1,86,1,0,1300,5,1035
71,82000,1,1,110,1,0,1600,5,1075
79,81988,1,1,110,1,0,1600,5,1070
76,81930,1,1,110,0,0,1600,5,1070
70,81663,1,1,110,0,0,1600,3,1050
77,80486,1,1,110,1,0,1600,5,1070
78,80000,1,1,110,1,0,1600,4,1065
69,79000,1,1,86,0,0,1300,3,1015
74,78894,1,1,110,0,0,1600,5,1070
78,78689,1,1,110,0,0,1600,4,1035
77,78435,1,1,86,0,0,1300,3,1015
71,78260,1,1,110,0,0,1600,3,1050
72,78120,1,1,110,1,0,1600,5,1075
77,77000,1,1,86,0,0,1300,3,1015
78,77000,1,1,110,0,0,1600,3,1050
75,76382,1,1,110,1,0,1600,3,1055
76,76268,1,1,86,1,0,1300,3,1015
73,76151,1,1,86,1,0,1300,3,1015
80,76000,1,1,110,0,0,1600,3,1050
71,76000,1,1,110,1,0,1600,5,1070
72,75840,1,1,86,0,0,1300,5,1035
77,75799,1,1,110,1,0,1600,3,1050
72,75525,1,1,110,1,0,1600,3,1114
78,75323,1,1,86,1,0,1300,5,1050
79,75322,1,1,110,1,0,1600,4,1115
78,75226,1,1,110,0,0,1600,4,1035
71,75085,1,1,86,0,0,1300,5,1035
73,75000,1,1,110,0,0,1600,5,1075
69,75000,1,1,86,1,0,1300,4,1000
69,75000,1,1,86,1,0,1300,4,1000
78,74926,1,1,110,1,0,1600,5,1075
80,74785,1,1,110,1,0,1600,5,1070
69,74573,1,1,110,1,0,1600,5,1085
75,74567,1,1,86,1,0,1300,3,1015
80,74196,1,1,110,0,0,1600,5,1075
80,74151,1,1,110,1,0,1600,3,1050
75,74096,1,1,110,1,0,1600,3,1050
79,74093,1,1,110,1,0,1600,5,1075
71,74000,1,1,110,0,0,1600,3,1050
75,74000,1,1,86,1,0,1300,3,1015
78,73638,1,1,86,1,1,1300,4,1015
75,73460,1,1,110,1,0,1600,5,1070
80,73200,1,1,110,1,0,1600,5,1070
76,73116,1,1,110,1,0,1600,5,1075
70,73014,1,1,110,1,0,1600,5,1075
77,72703,1,1,110,1,0,1600,3,1050
79,72328,1,1,110,1,0,1600,5,1075
78,72222,1,1,110,1,0,1600,5,1070
71,72128,1,1,107,1,1,1600,5,1100
78,72090,1,1,110,1,0,1600,5,1070
78,72000,1,1,110,1,0,1600,4,1035
78,72000,1,1,110,0,0,1600,3,1055
77,71900,1,1,86,1,0,1300,3,1015
77,71825,1,1,110,0,0,1600,5,1075
80,71740,1,1,110,1,0,1600,5,1070
80,71500,1,1,110,1,0,1600,4,1035
79,71359,1,1,110,1,0,1600,3,1050
79,71263,1,1,86,0,0,1300,3,1015
78,71186,1,1,110,0,0,1600,3,1050
72,71054,1,1,86,0,1,1300,3,1045
76,71000,1,1,110,1,0,1600,3,1050
80,70939,1,1,110,1,1,1600,5,1100
77,70932,1,1,110,1,0,1600,3,1050
80,70597,1,1,107,1,1,1600,3,1080
73,70482,1,1,110,1,0,1600,5,1075
77,70124,1,1,110,1,0,1600,3,1050
76,70039,1,1,110,1,0,1600,3,1050
80,69904,1,1,110,0,0,1600,5,1070
75,69388,1,1,86,0,0,1300,3,1010
75,69320,1,1,110,1,0,1600,5,1070
78,69000,1,1,110,1,0,1600,5,1075
73,68988,1,1,86,1,0,1300,5,1035
79,68945,1,1,110,1,0,1600,5,1085
74,68285,1,1,110,1,0,1600,3,1050
76,68000,1,1,110,1,0,1600,5,1075
70,68000,1,1,86,1,1,1300,3,1045
75,67451,1,1,86,1,0,1300,4,1000
76,67266,1,1,86,1,0,1300,5,1035
78,67255,1,1,110,0,0,1600,5,1085
70,67100,1,1,110,1,0,1600,5,1075
69,67092,0,0,72,1,0,2000,3,1115
80,66880,1,1,110,1,0,1600,3,1055
79,66855,1,1,110,1,0,1600,5,1075
80,66843,1,1,110,1,0,1600,5,1075
74,66718,1,1,110,1,0,1600,3,1050
80,66168,1,1,86,1,0,1300,3,1015
80,65950,1,1,110,0,0,1600,5,1070
78,65500,1,1,86,1,0,1300,3,1015
80,65307,1,1,110,1,0,1600,3,1055
79,65254,1,1,86,1,0,1300,3,1015
71,65021,0,0,72,1,0,2000,3,1115
75,65006,1,1,86,1,0,1300,3,1015
77,64280,1,1,110,0,0,1600,4,1035
75,64000,1,1,107,0,1,1600,3,1085
71,64000,1,1,110,1,0,1600,5,1070
80,64000,1,1,110,0,0,1600,3,1055
79,63918,1,1,110,0,0,1600,4,1035
75,63634,1,1,110,1,0,1600,4,1035
80,63500,1,1,110,1,0,1600,3,1050
80,63266,1,1,110,1,0,1600,4,1035
77,62595,1,1,110,1,0,1600,3,1050
80,62581,1,1,110,0,0,1600,5,1075
77,62285,1,1,110,1,0,1600,5,1075
77,61906,1,1,86,1,1,1300,5,1065
74,61700,1,1,110,0,0,1600,5,1070
77,61648,1,1,110,1,0,1600,5,1070
75,61626,1,1,86,0,0,1300,5,1035
70,61510,1,1,110,0,0,1600,4,1035
79,61165,1,1,107,1,1,1600,3,1080
70,61000,1,1,110,1,0,1600,4,1035
76,60833,1,1,110,1,0,1600,4,1035
70,60600,1,1,86,0,0,1300,3,1060
72,60483,1,1,110,1,0,1600,5,1075
80,60476,1,1,110,1,0,1600,5,1114
79,60142,1,1,110,0,0,1600,3,1050
69,60050,1,1,110,1,0,1600,3,1050
77,60000,1,1,110,1,0,1600,3,1050
76,60000,1,1,110,0,0,1600,3,1050
76,59815,1,1,110,1,0,1587,3,1055
80,59326,1,1,110,1,0,1600,5,1085
73,59240,1,1,110,1,0,1600,3,1050
71,59164,1,1,110,0,0,1600,4,1035
70,59017,1,1,107,1,1,1600,3,1080
69,58952,1,1,110,1,0,1600,3,1050
74,58454,1,1,86,1,0,1300,3,1015
75,58341,1,1,86,1,1,1300,4,1030
80,58267,1,1,110,1,0,1600,5,1070
80,58000,1,1,110,0,0,1600,3,1055
70,57829,1,1,110,0,0,1600,3,1050
80,57787,1,1,86,0,0,1300,3,1015
78,57628,1,1,110,0,0,1600,5,1075
75,57537,1,1,86,1,0,1300,5,1050
76,57263,1,1,110,1,0,1600,3,1050
75,57144,1,1,110,1,0,1600,5,1070
69,57096,1,1,86,1,0,1300,3,1025
80,57000,1,1,86,0,0,1300,4,1000
73,56566,1,1,110,1,0,1600,3,1050
73,56307,1,1,110,1,0,1600,3,1050
79,56214,1,1,86,0,0,1300,3,1015
74,56132,1,1,110,0,0,1600,4,1035
79,55425,1,1,110,0,0,1600,5,1075
77,54439,1,1,86,1,0,1300,3,1015
69,53809,1,1,110,1,0,1600,3,1050
76,53133,1,1,110,1,0,1600,5,1070
77,52900,1,1,110,1,0,1600,4,1075
80,52700,1,1,110,0,0,1600,3,1050
69,52320,1,1,110,0,0,1600,5,1070
78,52287,1,1,110,0,0,1600,5,1114
75,52000,1,1,110,0,0,1600,5,1075
69,52000,1,1,110,1,0,1600,3,1050
73,52000,1,1,110,1,1,1600,4,1065
70,51874,1,1,86,0,0,1300,4,1000
79,49827,1,1,86,1,0,1300,5,1035
69,49640,1,1,110,1,0,1600,4,1035
80,49580,1,1,110,1,0,1600,4,1035
76,49170,1,1,86,0,0,1300,3,1045
77,48838,1,1,110,0,0,1600,3,1055
71,48576,1,1,86,1,0,1300,3,1015
75,48400,1,1,110,1,0,1600,5,1075
74,48242,1,1,86,1,0,1300,5,1035
70,47955,1,1,110,1,0,1600,5,1070
71,47633,1,1,110,1,0,1600,5,1075
78,47400,1,1,86,1,0,1300,5,1040
73,47360,1,1,86,0,0,1300,3,1010
77,45507,1,1,110,1,0,1600,3,1050
76,45410,1,1,86,1,0,1300,5,1035
70,44850,1,1,110,1,0,1600,3,1050
69,44826,1,1,110,0,0,1600,5,1075
80,44444,1,1,110,1,0,1600,3,1050
75,43720,1,1,110,1,0,1600,5,1070
78,43622,1,1,86,1,0,1300,4,1000
76,43532,1,1,110,0,0,1600,5,1070
69,42800,1,1,110,1,0,1600,3,1050
74,42317,1,1,107,1,1,1600,5,1100
80,42186,1,1,110,1,0,1600,3,1050
72,42000,1,1,110,1,0,1600,3,1050
79,40093,1,1,110,0,0,1600,5,1114
79,39800,1,1,107,0,1,1600,3,1080
73,39168,1,1,86,0,0,1300,3,1015
75,38945,1,1,110,1,0,1600,3,1050
76,36537,1,1,110,0,1,1600,4,1075
78,36000,1,1,86,0,1,1300,3,1045
78,36000,1,1,110,1,0,1600,3,1050
80,35821,1,1,86,0,1,1300,3,1015
73,34717,1,1,86,0,0,1300,3,1015
80,34000,1,1,86,1,0,1300,4,1000
78,30964,1,1,110,0,1,1600,3,1080
71,29000,1,1,86,1,1,1300,3,1045
72,26000,1,1,86,0,0,1300,3,1015
78,24000,1,1,86,1,1,1300,5,1065
80,23000,1,1,86,0,0,1300,3,1015
69,20544,1,1,86,1,0,1300,3,1025
72,19000,1,1,86,0,0,1300,3,1015
71,17016,1,1,86,0,0,1300,3,1015
70,16916,1,1,86,1,0,1300,3,1015
